user_id,content_size,highlight_tiles,highlight_links,text_magnifier,align_text,font_size,line_height,letter_spacing,contrast,saturation,mute_sounds,hide_images,reading_mask,highlight_hover,cursor
c3630b2f-cef1-4b1f-b1bf-bb3a72e07de1,6689,False,False,False,Left,1310,4509,5043,Light,Monochrome,False,False,False,False,Big Black Cursor
acbf91cd-4a38-49be-9acb-4ec46b7ee374,2040,False,False,False,Left,4008,5681,6547,Light,Low,False,False,True,False,Regular
54438f84-3a7c-47a8-a1d7-0c614394e480,6803,False,True,False,Right,5103,6334,9130,Light,Regular,False,False,False,False,Big White Cursor
a3ce7722-e699-4779-9eb9-ef8d526af720,8735,True,False,False,None,1564,5272,1979,Regular,Monochrome,True,False,False,False,Big Black Cursor
ba38ad41-1d13-4e5c-9e1c-7dcd3678308b,3339,False,False,True,None,2853,3539,3688,Monochrome,Low,False,False,False,False,Big Black Cursor
a6214c9c-08b8-46ff-8464-c042193af646,7896,False,False,False,None,5472,7274,7325,Dark,Low,False,True,False,True,Regular
37880162-fc85-4ea8-b4d0-2e9403bdf1f0,8181,True,False,False,Middle,2266,9687,8262,Light,Monochrome,False,False,False,False,Regular
0fcf76be-d190-4bea-82fe-b4efc104baad,2012,False,False,False,Left,2032,3164,840,Monochrome,Monochrome,False,False,False,False,Regular
fe032f26-3728-480c-b0c6-bc614b7ea020,4227,False,False,False,Left,2105,1047,2899,Dark,Regular,False,False,False,False,Big Black Cursor
595b4851-9c98-4efb-ba18-c66982e1e347,5320,False,False,False,Right,9523,7414,8236,Regular,High,False,False,False,False,Big White Cursor
98d97c69-df92-4f15-aea5-9e299c157460,6189,False,False,True,None,5879,6305,1452,Light,Monochrome,False,False,False,False,Big White Cursor
f630c1d9-a04c-4cf8-bbfa-1bc37de9b939,2424,False,False,True,Right,5038,962,4338,Monochrome,Low,False,False,False,False,Big White Cursor
1008a1ba-c90c-4014-9a3d-5dd04e2b7882,7329,False,True,False,Middle,5404,4863,2474,Dark,Regular,False,False,True,True,Big White Cursor
c277a401-7d1a-4c60-a459-bc16a500e837,7003,False,False,False,Middle,1665,9646,8163,Monochrome,Monochrome,True,False,True,True,Big Black Cursor
c951b4c5-76cd-4a63-a316-60811d60b8d3,9484,False,False,False,Middle,2895,6344,2533,Light,High,False,False,False,False,Big White Cursor
b80dcf84-31b5-44fd-a75a-1b3d272e1ebd,6606,False,True,False,Right,8716,7866,8003,Light,Regular,False,False,False,True,Big White Cursor
741629ba-e731-47a2-b678-10baa8800bf0,8719,False,False,False,Right,1371,2556,8074,Light,Monochrome,False,False,False,False,Big White Cursor
0972e473-6fb9-40e4-9dde-b4081b8e65c4,7288,False,False,False,Middle,1952,9635,4296,Regular,High,True,False,False,True,Big Black Cursor
dc9da8eb-6702-44d0-8774-d08f5e33b0b6,2761,False,False,False,Right,6044,2547,5010,Light,Regular,False,False,False,False,Regular
f053f4ac-ce71-400a-a44d-5afc4b760ab2,3972,True,False,True,Right,9867,3599,8770,Dark,Regular,False,False,False,False,Regular
4325d41a-c24e-4e04-a99c-e016c8ea9843,9519,False,False,False,None,112,1851,3225,Dark,Monochrome,False,False,False,False,Big Black Cursor
a57c75be-19df-4ce6-80b9-4f1f50898065,7619,True,False,False,Right,1167,8435,331,Light,High,False,False,True,True,Regular
0fd2fd9e-7f08-4dfd-b2eb-78f2bf900694,1618,False,False,True,Right,5845,5632,4039,Regular,Regular,False,False,True,False,Big Black Cursor
29931a97-f311-4078-8c81-1e42a64ba73b,8431,False,False,False,Right,3187,1901,1498,Dark,High,False,False,False,True,Big Black Cursor
9bd02baf-2f06-4b0d-b100-99e8f7669202,5897,False,False,True,Right,7650,6782,9919,Light,Monochrome,False,False,False,False,Big White Cursor
db25fe5c-459c-4c3b-9015-d1e7d2bfe229,8220,False,False,False,Left,1205,8989,9769,Dark,High,False,False,False,False,Regular
c21a4200-8ed3-492a-92b4-4eec8d1a0529,7343,False,False,False,Right,3075,3777,2265,Light,Low,False,False,False,False,Big White Cursor
15d1f193-f535-4b79-9a26-fa743b5180e9,6228,False,False,False,None,7511,2656,4764,Dark,Low,False,False,False,False,Regular
84c1799e-6186-466d-a22d-8a47db85261d,6181,True,False,False,None,2424,697,1874,Light,Low,False,False,True,False,Regular
23c2759a-31fc-4c8f-8d1f-88b44cfe7bb1,1297,False,False,False,Middle,6076,9526,9799,Regular,Monochrome,False,False,False,False,Big Black Cursor
9c992b93-013b-439f-9c7e-a72afa7a419d,9657,False,False,False,Right,9626,3905,7754,Light,Low,False,False,False,False,Big Black Cursor
a0db30a3-1094-451f-ba70-944684ddc6dc,2003,True,False,False,Middle,3689,6858,1924,Light,Regular,True,False,False,False,Big White Cursor
36abfad8-4e75-40a3-bf62-89dc81630891,232,False,False,False,Left,9917,7590,2399,Monochrome,Low,False,False,False,False,Big White Cursor
e50c4113-742e-4b67-92fa-4964a8fad424,5851,False,False,False,Left,9122,1618,7825,Regular,Low,False,False,False,False,Regular
71c1a0cc-e859-4fdd-9ad2-ea10f7d3c052,4674,False,True,True,Left,3146,7201,4977,Monochrome,Low,True,False,False,False,Big White Cursor
2c523177-e3b8-46cc-a4ac-14fec1d7b34d,7707,False,True,True,None,4725,3768,1266,Dark,Low,True,False,True,False,Regular
b47bd949-6186-4b88-8275-beaa2ad1903c,6493,False,False,True,Right,1165,3068,5151,Dark,Low,False,False,False,False,Regular
0a9ac521-c944-4205-b69d-088f44b0ebf1,1412,False,False,False,Right,8336,3662,2810,Monochrome,Low,False,True,False,False,Big Black Cursor
26c87d79-acf5-4ff9-8aba-6f7aa3241474,2420,False,False,False,Middle,6181,5893,9590,Regular,High,True,False,False,True,Big White Cursor
15b5d437-2ce8-4663-91d6-602cef0120a2,3397,True,False,False,Left,4285,9523,2297,Dark,Low,False,False,False,False,Big White Cursor
3c7607a1-5018-4f41-bba6-6569030acb59,8662,False,False,False,Right,5027,9090,8329,Light,Low,False,False,True,False,Big White Cursor
e2f2ca9a-75a5-41c6-b125-8af790f12ab0,8073,True,False,False,Middle,4860,9376,9482,Monochrome,Low,False,False,False,True,Big Black Cursor
dcd91141-6cb3-4858-9b69-bba7519cab67,9204,False,False,True,None,2943,3864,5598,Dark,Regular,False,False,False,False,Regular
83f18c2e-be7e-4a97-9912-f41d34a78c55,8137,False,True,False,None,5695,1013,2863,Light,Monochrome,False,False,False,False,Regular
ddac95f6-c1d0-411b-81f9-446e76e8199d,8015,True,False,False,Middle,7656,4634,8184,Dark,Regular,True,False,False,False,Big Black Cursor
0759f5f7-a9a5-4021-8293-5c3f44957448,5567,True,False,True,None,6715,6851,1332,Light,Low,False,False,False,False,Regular
4b4fc739-8812-41b6-869f-eb275fe9a761,9194,False,False,False,Right,1321,5974,8851,Regular,High,False,False,False,False,Big White Cursor
066d9dfc-ede2-4f00-847d-0a6cdc9f72af,7335,False,False,True,Right,3728,198,6530,Dark,Low,False,False,False,False,Big Black Cursor
14c9c88f-c094-43fe-8ecd-d499a2688001,9782,False,False,True,Middle,7632,4656,3353,Regular,Regular,False,False,False,False,Big Black Cursor
a5031728-4297-4913-9a29-01cc6e9fcd97,9538,False,False,False,Middle,8506,7267,8545,Light,High,False,False,False,True,Big Black Cursor
2d7de692-30ae-4d38-a739-19b9856f72bb,2165,False,False,False,None,5432,4971,1082,Light,Low,False,False,False,False,Regular
1821d45c-51bb-4570-b18a-5ffc1b7130c9,9886,False,False,False,Right,1522,6927,1979,Light,Regular,False,False,False,False,Big Black Cursor
7a6bac85-137a-4120-9add-67a0631416e7,5902,False,False,False,None,1952,4537,725,Monochrome,Regular,False,False,True,False,Big Black Cursor
0ffe0add-430b-4de9-8b8b-359010bcd4cd,5115,False,True,False,None,6775,2116,993,Light,High,False,False,False,False,Regular
a1696925-83d8-4c92-9cf6-82de57bddbfd,9992,False,True,False,Right,316,8986,1337,Regular,Regular,False,False,False,False,Regular
c46c7fa3-ce01-436c-8df2-975842f41959,5347,False,False,False,Middle,6100,9256,21,Monochrome,High,False,True,True,False,Regular
f7083648-db69-4778-88ff-a238741261e8,6353,False,False,False,Right,7850,7302,5547,Regular,Regular,False,False,False,True,Big White Cursor
21df7cea-b56c-4774-ab43-5f41dee84b89,5870,False,False,True,Right,1152,733,1213,Dark,High,True,True,False,False,Big Black Cursor
d824352e-f0c7-47a4-9dfc-af9e37e901f4,2213,True,True,True,None,4084,219,1189,Dark,Low,False,False,False,False,Big White Cursor
ad36a051-1695-4ee2-889a-8a23786f778a,3731,False,False,False,Middle,1634,479,3828,Regular,High,False,False,False,False,Regular
af36fa0b-1723-4655-b273-6e67b6483296,8704,False,False,True,None,1656,1988,6280,Light,Low,False,False,False,False,Regular
825a31de-a263-41a1-a140-d4ecfe231932,2202,False,False,False,Right,4515,8193,515,Light,Monochrome,False,False,False,False,Big Black Cursor
8fc27e14-9da5-4dc0-8f26-9834dd72af61,7332,False,False,False,None,2080,5534,5517,Regular,Low,False,False,False,False,Big White Cursor
5dc28b95-d106-45ac-a1f4-b1588a67e9dc,1158,False,False,False,Left,4680,3706,3457,Light,Regular,False,False,False,False,Big Black Cursor
89deab9d-35a4-4c39-8dd2-7cc7fbe4abca,5957,False,False,False,Right,2433,46,2749,Light,Regular,False,True,False,False,Big Black Cursor
95a0cb71-fc3f-4f2a-bb7a-55d29ed81de5,4018,False,True,False,Left,4813,8996,6493,Monochrome,Monochrome,False,False,False,False,Regular
1fd7f8dc-d44d-4259-982e-3adb15018190,4116,False,False,False,Middle,6226,9815,1766,Dark,Low,True,True,False,False,Big Black Cursor
56098fbf-4e35-42c1-be4c-869176f74df8,5286,False,False,True,Right,9235,2716,4422,Dark,Low,False,False,False,False,Big White Cursor
ae857b40-5ca0-4d1e-84dc-4c48c16f718f,482,False,False,True,Left,5554,4930,1905,Light,Regular,False,False,True,False,Regular
6fecb153-9733-4c59-95a2-86d2033c89c3,4178,True,False,False,Left,173,6013,9905,Light,Low,True,False,False,False,Big White Cursor
aaa128fe-36c7-4bee-afd0-c6e7dbd1ca55,259,False,True,False,Middle,8446,5270,5357,Monochrome,High,False,False,False,False,Regular
59f205ab-6d11-46b2-b814-9bc3da8a25fb,6900,True,False,False,Middle,6263,6658,3410,Dark,Low,False,False,True,False,Big White Cursor
deb793a8-f00e-45f5-9cdd-7ec33ad413f8,5514,False,False,False,None,8169,2243,8196,Monochrome,Monochrome,False,False,False,False,Big White Cursor
3a1c986c-7836-4dd3-9165-b5780e727ef9,971,False,False,False,Left,6180,7368,4940,Light,Monochrome,False,False,False,True,Big Black Cursor
82b0a340-aaf6-4914-a254-31ed13179fc0,6626,False,False,False,Left,5900,4347,1164,Light,Monochrome,False,False,False,False,Big White Cursor
56f85a26-c50c-4d7d-a69a-d92779e6e5a6,7795,True,False,False,None,1832,5488,6380,Monochrome,High,False,False,False,False,Big Black Cursor
e0a895ed-3f01-4a36-9af6-ca89c280666d,3852,False,False,False,Left,114,6577,693,Light,Low,False,False,True,False,Big White Cursor
b768ba11-899a-4d02-93f6-03647fa21bd9,8047,True,False,False,Left,7473,2696,8513,Dark,High,False,False,False,True,Regular
b37195ae-d917-4ce7-a63a-da92236884d8,3758,False,False,False,None,8250,390,5870,Light,Low,False,False,False,False,Big White Cursor
34a98d60-2f3e-4cff-8b9f-3d5b3aa9a632,5465,False,False,False,Middle,8917,6448,5962,Dark,High,False,False,False,False,Regular
d696b575-f7da-454e-acdb-e9fc09d58c85,195,False,False,False,Middle,8896,2185,7818,Monochrome,High,True,False,True,True,Big Black Cursor
1e24690c-04c5-4a61-a858-73eb970996e0,1727,False,True,False,Right,8292,453,4914,Monochrome,Regular,False,False,False,False,Regular
a534d380-8052-499f-bb7b-af7bb9095167,9577,True,False,True,None,3584,1414,9183,Regular,Monochrome,False,False,False,False,Regular
afa64d74-15bb-4609-90d9-472a1d1186b5,2434,False,True,True,Middle,32,925,9947,Dark,Regular,False,False,False,False,Big White Cursor
c4f87cbc-4c7c-4e37-ab4c-b30c607e3d79,6764,False,False,False,Right,9418,2590,2051,Monochrome,High,False,True,False,False,Big White Cursor
d8a8db30-e53e-41ce-bb3c-6b18bc42e3d2,4519,False,True,False,Left,724,606,5768,Monochrome,Low,False,False,False,False,Regular
106b7b0e-8824-423a-8087-3a5dcfc9f13a,8068,False,True,False,Middle,2519,3146,8746,Light,Regular,True,False,True,True,Big White Cursor
29770efc-0b09-400a-b53e-c29a692d6cbd,5141,True,False,False,Left,6993,6187,3910,Monochrome,High,False,False,False,False,Big Black Cursor
4fd6230e-f5a0-4d5b-b222-c530e5cb63bc,6248,False,True,False,Right,1344,3793,9482,Monochrome,Low,True,False,False,True,Big Black Cursor
aef7bc5c-c4f2-4ac6-b2d8-50082defc9f2,7478,True,True,False,Middle,6587,2497,9592,Regular,Monochrome,False,False,False,False,Regular
d98df713-0e92-4f1d-a3d3-738ec943d66a,1246,False,False,False,Middle,114,4369,5713,Regular,Monochrome,False,False,False,False,Regular
e5d51cf4-0c34-472f-8b5e-9d2634dfc07d,6869,False,True,True,Left,7629,5678,5804,Light,Regular,True,True,False,False,Big White Cursor
d7086bcb-24b5-4a65-a3d6-d79bd16b8dcf,2871,False,False,False,Middle,5047,8829,2432,Monochrome,High,True,False,False,False,Regular
0a7bc054-2e5b-4ee4-9706-eb1700676acf,5597,False,True,False,Right,1782,455,3696,Monochrome,Low,False,False,False,False,Regular
04479356-4243-47df-b853-ff6a44ef329b,1503,False,False,False,Middle,978,5854,5709,Monochrome,Monochrome,False,False,False,False,Regular
0570ccbd-6ad5-458f-b07c-9cbfb6480080,168,False,False,False,Right,7029,8715,8932,Regular,High,False,False,False,False,Regular
e798aa5d-b3e6-4775-aeca-dc9189d66d1b,9154,False,True,False,None,6477,1941,654,Light,Regular,False,True,False,True,Big Black Cursor
2c879880-24d8-4ce0-963d-3bc9cf080068,5825,False,False,False,Left,3519,6400,2397,Regular,High,False,False,True,False,Regular
52cd8eca-de81-4901-866a-623da9a4af34,3495,False,False,False,Left,2342,9549,8554,Light,Monochrome,False,False,False,True,Regular
d3747762-ec82-4f14-b4df-f52668731769,7794,False,False,False,Right,3280,1125,8319,Dark,Low,False,True,False,False,Big White Cursor
b2551004-034e-4631-861d-8d9b1165db97,8533,False,False,False,Left,7857,8132,5963,Light,Low,False,False,True,False,Regular
80b401bd-64cb-42bf-9174-33f9a06503ea,9762,False,False,False,Middle,542,5305,757,Regular,Regular,False,False,False,False,Regular
d3da2b01-7cea-4dd5-a297-df713d237264,6002,False,False,False,Left,1016,8517,5030,Light,Monochrome,False,False,False,False,Regular
559d9b76-3949-405b-b30d-b82ec4c37adf,6552,False,False,True,Left,188,9667,961,Monochrome,Regular,False,True,False,True,Big Black Cursor
abe3d766-23d8-4799-b5fa-44c5c71ecaf6,999,True,False,False,Right,3711,9891,9855,Light,Low,True,True,False,False,Big White Cursor
62235fef-fd20-40a5-90a8-2e6b4738e0cd,9872,False,False,True,None,7488,8744,2843,Monochrome,Low,False,False,False,False,Regular
3569c8e6-2f68-4453-96d4-4fc8eed64f97,5949,True,False,False,Middle,7462,4097,3923,Light,Low,False,False,False,False,Big Black Cursor
1ad8ce4c-80f7-410b-a2d3-fff0e25bb8bc,2697,True,False,False,Left,5531,4632,2399,Regular,Regular,False,False,False,False,Regular
6874ba56-70c8-4dc2-96a5-ed43cfa321c3,6438,False,False,True,Right,7857,7602,6451,Regular,Monochrome,True,False,False,False,Regular
32894703-d953-4556-8c56-2f71698d2158,3093,False,False,True,None,8238,8780,752,Regular,Monochrome,True,False,False,False,Regular
d7e68452-1cd6-4e2d-af0e-463dfc35c1ba,1128,False,False,False,Left,6212,2131,951,Regular,High,True,False,False,False,Big White Cursor
c5fd84f2-5fbd-42d8-a6cf-a37fc9698da9,7397,False,False,False,Middle,6753,9650,5304,Light,High,False,True,False,False,Big White Cursor
8bdbaa98-38cd-4fd6-8a87-68fc1543e501,8759,True,False,False,Right,7748,1574,6955,Dark,Low,False,False,False,False,Big Black Cursor
213bebd0-9203-4666-8a8c-5c73e2a9af78,8085,False,False,True,Left,6557,4122,8654,Regular,Regular,False,False,False,True,Big White Cursor
b98e56fd-597a-46aa-8afe-aeddf25c5e72,1685,False,False,True,None,4448,8242,6026,Light,Monochrome,False,False,True,False,Big Black Cursor
521e2a02-c7d2-473f-a45f-fc2fc30a4dc6,9647,False,False,False,None,9981,8867,9837,Dark,High,False,False,False,False,Regular
70a4ff4b-33d4-47e1-82b0-0c19ae9da60d,3679,True,False,False,Middle,296,5417,7276,Dark,High,False,True,False,False,Regular
9bb1726e-39c5-4ea1-89d6-ec18d98b5588,9633,True,False,False,Right,2978,7611,5720,Regular,Low,False,False,False,True,Regular
de4acc25-13d6-4fa7-ae2e-b37733eba0f4,4168,False,False,True,Right,3994,3569,9322,Monochrome,Regular,False,False,False,False,Big White Cursor
f9580ea4-a32f-484c-9315-5e14a7a9c356,4078,False,False,False,Right,3358,6591,1136,Monochrome,Monochrome,True,False,True,False,Big Black Cursor
0674b536-aad2-458d-880b-b813d6b08eb9,5529,False,False,False,Left,402,3911,4370,Regular,High,False,False,False,True,Regular
ba561107-bbaf-462b-a166-4d1ea3c5130e,9590,False,False,False,Left,8576,6186,4229,Monochrome,Regular,False,False,False,False,Big Black Cursor
45d41b13-31ab-4fb8-93ef-f28b4e545322,8902,False,False,False,Left,2985,6022,1308,Dark,Low,False,True,False,False,Regular
3c066e55-e3eb-4220-93a9-c44cfe95e487,1634,True,False,True,Middle,8143,875,4666,Light,Monochrome,False,False,False,True,Regular
539d164e-ed49-42cc-ab8f-827265cda914,460,True,False,False,None,3323,2937,4076,Dark,High,False,False,False,True,Big Black Cursor
124ff367-8695-4a28-b6a1-113d04b4045b,6535,False,True,False,Middle,2614,5568,9303,Monochrome,Low,False,False,True,False,Big White Cursor
faee5e4a-4e56-4487-a6d3-f20bd1de0958,1373,False,False,False,Middle,5114,1882,6524,Dark,Monochrome,False,False,False,True,Regular
7dacbaf3-ef5f-4cba-9c69-d7132390f49d,4605,False,False,True,Right,5029,4661,7419,Regular,High,False,False,True,False,Regular
2779eaf2-34d3-4de8-9ad0-8eebf785da04,6766,True,False,False,Right,4815,8401,4658,Monochrome,Monochrome,False,False,True,False,Big Black Cursor
161a6612-a244-49e9-911e-768b9a0de064,9284,False,False,False,Left,5864,2881,2703,Light,High,False,False,False,False,Regular
60a4c421-be44-4cac-b24d-c56fc907819c,7320,False,False,False,Left,5798,8379,3249,Regular,Regular,False,False,False,False,Big Black Cursor
d9e162aa-af8e-4133-8933-ff49ef657361,6388,False,False,False,Middle,4504,1433,4607,Dark,High,False,True,False,False,Big White Cursor
c3f193b2-bdab-49da-aa5b-bc61bea3fb28,2641,False,False,False,Right,8840,8523,1773,Light,Regular,False,False,False,False,Big Black Cursor
ca655b73-1d3b-4e89-ba06-cb58c989e1b3,1908,False,True,False,Middle,8031,2983,8687,Monochrome,Low,True,False,True,False,Regular
169080c0-eef0-4983-9c71-395eaa64215d,3254,True,False,False,None,5514,6673,2403,Regular,Regular,False,False,True,False,Big Black Cursor
b1e0f41e-f436-46d1-a28d-6268dde8823e,2502,False,False,False,Right,4239,9999,9718,Dark,Regular,False,False,False,False,Big White Cursor
d0ea119b-5769-4966-ac31-0fcc7a93e461,5756,False,True,True,Left,7207,3585,4816,Light,High,True,False,False,False,Regular
fefd00c7-715a-41a6-8c90-18549c7f5a0b,9615,False,False,False,Middle,6054,7904,9030,Light,Low,True,False,False,False,Regular
9e953c85-7a4d-4c0b-95d0-367aaa6f9a37,828,False,False,False,Left,4061,239,1115,Light,Monochrome,True,False,True,True,Big Black Cursor
2d9a2373-4c27-49d3-850f-8f11919f66e8,6113,False,True,False,None,1718,9470,1194,Regular,Regular,False,False,False,True,Big White Cursor
5f788791-cb75-42ec-817b-2413c7175dea,5361,False,False,False,Left,8940,1604,2209,Monochrome,Regular,True,False,True,False,Regular
3c1d1dd3-973d-4de2-997c-c7c38cbce173,6344,True,False,False,Middle,4219,6881,639,Monochrome,Regular,True,True,False,False,Regular
4ac9bd57-921f-4522-a9fe-3f6cf3208abe,8863,False,False,False,Left,9272,1897,6914,Regular,High,False,True,True,False,Regular
028ac905-2428-4188-82a9-6621c780ab4d,8192,False,False,False,Left,9702,3453,6960,Monochrome,Monochrome,False,False,False,True,Regular
6e81e626-e2da-462b-b3fd-94d4da8e7c44,2461,False,True,False,Right,452,9628,6818,Monochrome,Regular,False,False,False,False,Big White Cursor
8cf0f485-15f4-4e08-b2a0-5212e9db7098,4788,False,False,False,Right,7222,338,734,Light,Low,False,False,False,False,Regular
455c8b6e-a65d-44f1-bd63-801e9973ff7e,3131,False,False,False,Left,7680,2371,6194,Light,Regular,False,False,False,False,Big Black Cursor
