student_id,accomodation_id
17796023-cdef-4b83-86e3-3ec61a558017,e9e65b98-3c53-445f-b629-dadd39ec90f3
333eede8-b2b0-429f-8a4b-91e1db0e27d2,284a215c-b104-4080-b38b-5e177c970908
333eede8-b2b0-429f-8a4b-91e1db0e27d2,848d775e-a81a-4433-878a-9a42757fa302
db391805-87fc-4fdc-b0ea-c164323fd319,2282db0f-bcb5-47be-a1f7-b7b82f5d8370
32484667-df4d-4ac2-9495-c7571c0b9bc1,6c9e4185-285b-4578-9dd0-4dd205f3c5db
32484667-df4d-4ac2-9495-c7571c0b9bc1,c6617efb-6218-4911-a01c-d3d59287e034
c4920c8e-3b27-4d36-93d6-7412449c67f1,20b96ba0-09d5-4e68-b5b0-3c60ccfd7696
b9d74b40-beab-4d24-ab99-008e59ae6820,991f88b6-3f55-4f4b-b008-d9b1ec89c38f
b3d8c56d-eb8a-46d2-819b-e26eee466501,34759cfb-b3cf-426a-b4c9-cd84efbf0a15
dab96c87-96a6-44c2-9b2c-b5482405cb24,e12ce31f-73eb-4025-bcd2-86afecf6dbfb
dab96c87-96a6-44c2-9b2c-b5482405cb24,588a30fd-ae83-4d27-a41f-1ab083b523f9
27c21c12-877f-4fd5-86f8-81ab75cf158b,f60d9b22-507c-4f06-a821-ad23e1912422
ca81c941-da4c-4240-baed-bc62a811b618,c93e1d22-e937-41d8-94bc-2276327c67fc
dd62d1c0-c40f-4253-ba90-861016cb02eb,e98f6147-b6cd-4e63-b023-bf93dddb88bc
65158e7c-6b06-4317-8fff-aac3da9822dc,317d7d98-1de6-40f4-8e36-f49748c6d49f
65158e7c-6b06-4317-8fff-aac3da9822dc,3a3140f5-632f-46d8-ab85-f62abdec41d7
bbd772ca-fedc-484c-bab6-2e30c570b0d2,4af7e314-f9ff-47bb-8227-4a49b694548d
bbd772ca-fedc-484c-bab6-2e30c570b0d2,76eded13-8f57-47f5-9fb2-77e6fe654c63
70299333-267d-475c-aa33-c141ff2eaae8,123705c9-5f19-4176-900a-7ed7480a823e
70299333-267d-475c-aa33-c141ff2eaae8,bb09190b-d10f-4bc6-90aa-68bc3c049840
be438550-a92a-459a-9bef-b5b37e0eda36,f6cfb039-4a6f-4476-a382-310f3c9bb8cb
ba1536d9-9ffc-4ed8-988f-e0fce7fd29f9,64becc6b-ca0d-473f-bd1d-5bf3b7120918
ba1536d9-9ffc-4ed8-988f-e0fce7fd29f9,757eeb42-07d5-4372-9cb6-2ac41b9a045e
6fda47ef-2a7f-4b37-aa6f-40a1860dd368,ebbd50ce-1b25-4e78-b05b-6dd7b606d538
6fda47ef-2a7f-4b37-aa6f-40a1860dd368,54c77f3e-4b66-4c86-875c-9e65ba3e640d
9ae7ba74-cc8e-4184-be7a-b85f62a0f3b7,53d9a540-885d-45b0-a87b-5f5c54b21f9e
5e1d2f7e-c0dd-4dc7-ac51-373ce7efb116,bea0ee7a-592a-44f6-a8b0-69418fe2acbd
5e1d2f7e-c0dd-4dc7-ac51-373ce7efb116,693d0e1f-0fc8-49bc-acba-f42ffa380151
09c9fbe2-af90-4ea2-a239-cb9fca0015ef,494081a3-e351-4472-8767-a5651d0942e8
6fa75d63-7196-41d0-a8d4-72befdf083eb,9bfdf1b9-bc82-42d3-9e98-3043ffdba77f
6fa75d63-7196-41d0-a8d4-72befdf083eb,764ba3f9-58ff-48c9-b472-25a500f304af
87d24ac8-c61d-43cb-baa2-5bed4856673c,8a9e11dc-e055-4c31-a9fc-a743b638f7e5
87d24ac8-c61d-43cb-baa2-5bed4856673c,78154e9e-4b59-4060-b899-84afa74937f1
70581afc-0bfe-44c0-88f7-fb07e3e28e36,cc1e4cde-5b88-4e5a-8f78-9e98ee1ce62c
70581afc-0bfe-44c0-88f7-fb07e3e28e36,b16cd80c-73e1-439c-ad62-eba108f24b59
22237500-3e95-447e-911b-85130dab147d,089e768c-e7d1-43a1-92eb-897533da707c
1a2ce47a-d3de-413b-815a-ebf97c930983,d97c1e12-9cf9-4993-8462-4b3b4d479a49
1a2ce47a-d3de-413b-815a-ebf97c930983,8d101cc3-eb09-4c58-8b91-0ca7bccad05b
429537dc-616e-485d-9663-2c5715b2aac3,6d220bea-b8c9-4642-bcc9-84ffa7344fb9
357da80b-2433-49e0-8e51-780ce7931743,6f2b2fbe-6126-481b-9f4b-226cf6fbdc0a
357da80b-2433-49e0-8e51-780ce7931743,d0e6b6a7-b958-4951-9f9f-70025e5d4337
8b7d8ae1-d083-4c85-8e0d-9196e70a7208,53d9a540-885d-45b0-a87b-5f5c54b21f9e
8b7d8ae1-d083-4c85-8e0d-9196e70a7208,0da809e6-1089-4a22-a613-39a495072831
3136268b-6013-42dc-9a35-ee8ae77c073b,048e84d9-2b0e-4fba-b89d-35f85c72a169
3136268b-6013-42dc-9a35-ee8ae77c073b,080a139d-e454-44e9-8fa6-e41d0f476e06
d01f2c78-6116-4ade-9939-00cfbeba5c7c,3b9bed5e-dd3e-4de7-bf33-968257590147
575a3d23-0110-4a4a-96c3-e6cec8ab3a48,39f32b29-4ff1-402c-a638-aa4b9a1eb107
89f2fc10-791e-4581-b770-f632fb6fa139,bef02c67-f69a-427d-87d9-1e547ee7ebf2
f1544a7e-d81f-4e14-9f7d-fda589ff90db,b0e7306f-b6a2-495e-85a5-7fdedd9a34ea
246a0ac1-47d7-4f59-a981-33336b939662,1b7530c6-e535-486a-a3d6-859df6db7592
246a0ac1-47d7-4f59-a981-33336b939662,8c21cd05-6f14-4d30-a4c9-8c38bc48a34c
191668d2-eec0-438f-b49f-f6cf234c5872,a662ce4b-7931-4179-b149-c3ee767b13ad
191668d2-eec0-438f-b49f-f6cf234c5872,be497516-37f4-4812-960a-06e62851b1a6
690e0d84-b569-4b95-8701-4516613aaf7a,91782e74-176c-4605-9ade-8d779e83938d
7b733775-7462-474d-9db2-3b270db78762,e5d2b32b-662c-462a-a4e5-0a3d7da0db15
7b733775-7462-474d-9db2-3b270db78762,aec6a395-6c3a-405a-ba2f-82c84d08687d
2647804b-5546-4eeb-a96e-804c5e1a60dc,fa8ceb64-07e9-4b7e-afd5-248c1393ca6b
7da54c21-0d42-4eeb-a62d-a161a4eb0b18,b0bb3426-7de2-40d9-84ce-5b48e542bc73
7da54c21-0d42-4eeb-a62d-a161a4eb0b18,09a7587d-349f-4d6c-94bf-8e1166a4ebfe
8b6ad835-4f1a-4532-913b-649727c97a8f,8a6e607b-fabc-4add-9951-87f52fadd9b8
7e25024f-e7d8-4f19-a161-b4438437daf1,21f6298c-448f-4c17-a570-c469a8c8c5e7
09e77814-fe09-4202-8fb2-c9083bb714d8,83cc1b73-7d93-4958-8488-532abf988cbc
09e77814-fe09-4202-8fb2-c9083bb714d8,f5c3c9db-46e8-4ec2-a474-0dc5233f6c5a
a39a9d59-af86-4c17-bc02-77d121f309a3,c0f9a751-195b-4317-9807-2086a1959656
f54a5227-6e79-4cce-9ca0-ff3475f9f362,11647a99-96a4-4a4a-bddd-a9302c2a3ff6
f54a5227-6e79-4cce-9ca0-ff3475f9f362,8806bd36-6a73-465a-beb5-4ecec3dd0557
8fcc66af-5ca5-48ca-bd26-a92f85d3fa42,19d1da64-f2a3-4605-91bb-11db6f955953
276ff0b7-3c69-4c8b-baf3-3b5ef20d8f1d,413ef194-de70-41e8-8341-33000bd4baa7
276ff0b7-3c69-4c8b-baf3-3b5ef20d8f1d,d519a2c3-556e-4716-a238-144f88d2355c
9cfada76-5b52-42ec-b972-345cef59ac0c,9fdc879d-ad5a-4682-ab39-5ba0e90434d6
9cfada76-5b52-42ec-b972-345cef59ac0c,86d9ca3c-326b-452f-9140-1a2abe45d9a3
2b25a321-c863-4b51-a174-8362f1e798a0,4c85d231-5087-4a4e-a557-2c435f57e5f3
7c396e52-668a-429d-aa26-9e494c5a3b6f,207d8b1e-ddd7-4360-9b9d-cb9752c57181
7c396e52-668a-429d-aa26-9e494c5a3b6f,14f66b01-95c0-4f32-af9e-48a18136f256
1ff9925a-98a3-488b-b138-cc7ce4c2dccb,c324fb1d-5306-47ca-8f2b-60d985812f97
9172dc69-9f02-40df-a8fa-a0fd5799477a,a73486b6-84ef-4b48-a82b-a66540d1eba4
9172dc69-9f02-40df-a8fa-a0fd5799477a,18fc2cad-daf9-4359-8a79-239aa9126b27
491d5df4-179e-4742-a734-828bad55b480,8531e713-0dfd-424b-9797-22e9160c31bc
a202a36d-d462-49b9-9b07-f2cfd928f79b,2f535963-ee7d-4c71-9963-eeb5a59dc1c8
a202a36d-d462-49b9-9b07-f2cfd928f79b,f7315c99-0b9f-4e0e-b960-2f2398dbf832
5788dc8c-14f5-4a5c-a2be-5cfd1c839836,5e553a85-05b0-4dcd-8aa1-f471dc0793c1
7bf034d9-05ed-46e0-a103-28f10481e49f,455cc0b3-663a-478f-8902-3c91eac6b72a
7bf034d9-05ed-46e0-a103-28f10481e49f,7dfc6202-965b-47a4-8043-27be4ef721d9
7b57d2e0-cd65-489e-8286-89f0ac7d8448,4748f038-0f2c-4d1f-add1-8c7e5ea1ca9e
7b57d2e0-cd65-489e-8286-89f0ac7d8448,2951bdc6-8e59-4562-abb2-649c4ed1a5cc
8cc6936e-6e88-41c3-be34-bef978c5b9f3,163fac8f-96b1-433d-a37b-56e1a31da689
55fa5fbe-1d4d-4758-a3b0-3fa331aef757,fb7a9998-e6ec-4851-8994-15462b3d1382
55fa5fbe-1d4d-4758-a3b0-3fa331aef757,fa39f14a-38e8-4277-8352-bf1b38710c05
04ffa863-9a8a-45a1-bc87-09c74473822b,f151798f-62c8-4d82-9be6-b6c7314667f8
70560571-f138-488c-b5e1-1e75f412bf83,7dfa6d2f-0333-4a41-bbfe-3173f0115120
70560571-f138-488c-b5e1-1e75f412bf83,4b6a1ff0-5a90-42ad-b062-519cf2f913bf
fde22b64-c35d-4aae-ac8f-1285bd61b786,7551237f-46fb-4ee9-ae24-eeb4dac14c3e
fde22b64-c35d-4aae-ac8f-1285bd61b786,b2dec847-1a2c-4f76-99ed-930562a677d0
ba6da11a-33b7-4e68-9740-0c98e6ff8790,8becb60f-1d73-4787-b43f-3b8913c51466
ef0b2aba-58a0-4cb0-a5f9-f9fd94ddaf68,b2174a3e-2908-446b-ab4f-4ae7034b7368
ef0b2aba-58a0-4cb0-a5f9-f9fd94ddaf68,2858eeb8-8265-4e9f-ada9-9a6ca124fc95
ecf98194-098c-4fc8-bb9c-98ab6fcc3790,06564ec2-d0dc-4bad-bcdf-5468b255a7c4
ecf98194-098c-4fc8-bb9c-98ab6fcc3790,e3d0f4ee-dd5f-401c-a036-6e145fe0ad80
73bd1f8f-88ff-4db4-8cb6-7e3ce13cd87d,0438bbda-99f8-4f77-bdf8-ba07e1327575
73bd1f8f-88ff-4db4-8cb6-7e3ce13cd87d,a231c9bf-0109-4473-829f-e5030808dc2b
f569e1ef-8faf-499e-aceb-67887bc62dc8,ba5b9e91-ea14-46fb-96b4-d38baa3bb8da
f569e1ef-8faf-499e-aceb-67887bc62dc8,f9fe6603-80b9-44f5-ae75-8d7979710aac
bc3f4307-854a-4c5b-b33c-449122de0d52,10b1e68a-a408-47f8-8438-2b775f0d10a2
bc3f4307-854a-4c5b-b33c-449122de0d52,fdfc21b8-82bc-4710-b420-56bcd3c620b4
e7025664-e5c5-4f6d-9e07-bb0ec816d81c,c1ac0559-7a6b-4024-afb4-128088a5e513
896bab55-3644-456b-b3ce-5824844fe24f,ce5f5b5e-5516-4631-b116-4f2104aa4199
05833463-b995-4a4e-85ce-794d694704bd,b0f824ff-6b91-45e8-8542-6484e7ccdf96
5ab8383a-b73e-434b-91ce-f00ac050483b,e6d859a1-63a4-470d-bf9b-176e92669359
1da8ceca-b6bf-47e3-bc1e-38022eacbe72,779188e8-0f26-4a65-8d02-89bdc5f79e64
1da8ceca-b6bf-47e3-bc1e-38022eacbe72,b018ef71-ea68-4abe-8667-8c2598a0f8c1
d00c4446-74ce-4c50-a92e-83403b9b97dd,3de8ea5f-2b34-4d2f-a509-98c4efba253c
1e4bdffa-29a8-4523-a6b1-afe36f16b669,1d1f31c5-2255-45ce-b15d-50787e74d77e
1e4bdffa-29a8-4523-a6b1-afe36f16b669,6ca8876c-67be-4733-b403-ad3aa9405a6b
73c71742-b907-4666-b477-ca4bd8b54feb,4f5ec3f6-de42-48bb-9d81-7d3720e02ce0
9037ec29-e9f2-4bdd-a84f-2412741634fa,8b281bff-f48f-4693-95cb-13e276e57fe2
2773a32b-44cf-4dc6-9b88-ddc5e0047437,c1fa3f4d-e23a-4b79-9515-733e2d06b808
ac77ada8-c943-4ce6-b47a-300d4285781f,f9ab38f2-cecd-44f8-b54f-70dfc4f5f179
d66638c5-467a-4584-853b-4075f8b393af,29db1143-4f92-4e7a-90fa-2095cdb036a9
94dccfcc-5719-4211-92de-2b98980ed39f,c60169b0-709c-418b-b96b-f74b245e27d1
94dccfcc-5719-4211-92de-2b98980ed39f,c4993f11-69d3-496a-a362-e5d9bd2c43a2
57a70a79-2616-4c04-ae52-6f319242c90a,d042e2f1-e175-494f-8831-59f40ccb01f6
57a70a79-2616-4c04-ae52-6f319242c90a,b0a4dc05-72fb-421f-bd4e-4c38da833e67
c6ba46f8-1273-4713-832b-37f16f7270e6,991ff9ee-8eb9-4940-af79-92e161a17eda
e694e1a3-6fe4-419e-a5c1-9650829ca67e,6d252eb1-1aca-420c-b985-423680acf7b8
b3cf446f-4cb7-4c2c-a0e5-c227c061751b,5e21e7b7-a961-4d93-b6ca-86eff4162083
b3cf446f-4cb7-4c2c-a0e5-c227c061751b,aef1db75-f142-4169-9c8c-a9c574a756de
cb5654f0-05b1-402f-a7b1-53d15bac1c87,be0ce215-4147-4b6c-96ab-1eea27fbf1bd
cb5654f0-05b1-402f-a7b1-53d15bac1c87,238ca8ea-8b7c-4534-85b9-5bcdb754ec6b
035948a8-ddb3-4071-8191-ea1fcc869ef1,c34f5dc7-4ef9-4603-96db-e7cc3bec4de7
0af2653e-97a8-4492-80c2-9ae543e77599,68422d7f-0673-45cd-a093-8e92d1a4dac9
ea478fb0-68ba-4380-9fe7-545f39c15351,c108ea81-5fcf-4145-8ff4-7eaad68639d4
ea478fb0-68ba-4380-9fe7-545f39c15351,392b81f3-cde7-4916-ad0e-2eb1a3d7e140
0425825a-ae8f-49f0-b187-3b72e009e78c,14a4e0e8-164c-4426-a344-70508a4eb13c
7f8c4745-c345-479f-a01d-90e40714b9c4,fa8d60a8-a6c3-4c4e-8123-e70ebda1087d
7f8c4745-c345-479f-a01d-90e40714b9c4,2ab8a1c0-3d76-4916-a287-d3c3cfedf683
3e6a19c5-4419-44e6-8b93-0803ad2a57ab,160ca18f-cb92-4a1d-8a81-05fb6bb53644
cdc3096e-1310-4e36-9166-e66009821254,1b22ded9-9ce0-4d50-900f-a91162b922f3
cdc3096e-1310-4e36-9166-e66009821254,dee07d69-b4ba-4470-b3e0-b30b8fbe6928
95c255f4-2669-4d3e-b953-43c11e9bab01,c0273803-880f-449a-b349-e3cbe3bcd630
95c255f4-2669-4d3e-b953-43c11e9bab01,674ee5db-686a-46a0-820a-3df973e60204
bbd00f64-62ff-47a1-bbdf-da4a5f7b1a9a,37595624-2025-461f-87b3-18ca2952c47b
bbd00f64-62ff-47a1-bbdf-da4a5f7b1a9a,543b7616-37b6-49cd-b4df-9e5f05acd6a2
0dd6034d-5eab-4c76-bc86-70431f1627f9,918b8a3f-2df8-4522-9395-635a750267af
0dd6034d-5eab-4c76-bc86-70431f1627f9,6cd979ea-fa77-4f08-93c7-ea00e2d3d55c
34edbbd9-3465-496e-9cc6-fa5c94977e02,87938718-e4be-4563-88f0-1d02515c136e
7ad14b1d-0432-4c09-bf0e-4843162c0d73,23183251-4d4b-4bac-851f-051155db218a
eca5fa8c-a0f3-4d0b-8088-890ea9182203,cb5b361e-b2a4-42f8-965f-e0a82deb8577
eca5fa8c-a0f3-4d0b-8088-890ea9182203,435e9424-2c3f-46cc-9521-f595b43f2341
3a6de42c-e504-4b07-90b4-8408766a9834,062c6b51-122b-42a8-afe2-b63bc31d9ef8
355816ac-4148-41ce-9547-5c2939cad8e4,f7e36f8c-8a25-4482-aabd-e342b6ba9d9a
355816ac-4148-41ce-9547-5c2939cad8e4,6eadbe9b-eafe-4714-befd-6f1fdb313e33
946e8041-5e91-432a-b3a9-3d603d5806a8,73b45d7a-4aaa-47cb-9f40-e55be4b0b451
006d69f0-3794-42e3-8190-4e3ae76d47a6,73105745-ed40-4dbc-9734-2261f9e8795e
006d69f0-3794-42e3-8190-4e3ae76d47a6,3051f9c0-11b8-43c5-b7ff-811a9799f1b6
74545c40-cefd-4479-92d1-5d94d49aa553,f33a2972-eca0-4d98-8015-22a72a9b71e0
c624a6c3-3ae3-4204-9fde-c07b54e034b8,ed05e391-bf13-4a71-8658-8e79faf4a15a
c624a6c3-3ae3-4204-9fde-c07b54e034b8,e3466744-a758-4bfb-a236-0f84033c48ef
985c6c90-a926-495b-8737-e0d99b7becdd,589bae9f-4947-4ab7-a579-6ee706e8988d
df3a65b3-b5b3-47d6-9084-fd3ad1abe0a2,404e8c21-85fb-419d-bcbc-e9ebc0d52eaf
9d09d053-b877-4d30-96f8-e285aa78fae7,72cd3172-20fa-451c-a8d1-3f2a23d5401a
13816560-b30d-4d76-bb8a-d3af1662f3b2,9ed21a59-d053-4b45-9279-08edaab07a37
13816560-b30d-4d76-bb8a-d3af1662f3b2,4b32c9f9-8c6d-4c18-8565-3e58c52436e2
58664db4-aaf5-41fd-978c-82161104049a,917fccad-a92c-4bc7-a1bd-4595a6cf410b
1aeccaf8-2a99-42da-afd9-19a3a2b9dadd,a33797eb-19bc-40e7-9299-177faebf6dca
1aeccaf8-2a99-42da-afd9-19a3a2b9dadd,7e0e52ec-80e5-45c3-8ce0-8dfb06a432f5
5775e2b6-aa21-4974-85f2-b017b3b01f5c,8eb8462f-216b-4554-89a8-0752b583d36f
5775e2b6-aa21-4974-85f2-b017b3b01f5c,fa4b35cc-bbc8-4d9e-8dd1-685d9edbb662
d59ba8d9-f4b3-4a0b-a3cf-0a98e7025b00,647a7e46-ca49-4bd9-a0f7-dc32efac44dc
d59ba8d9-f4b3-4a0b-a3cf-0a98e7025b00,4b2fe992-52a0-470c-9ca4-85d6f4e2488d
60c0632b-3713-423c-9c5b-5f5623693ee2,bc33307c-917b-4395-bc1c-1bebbb3cb680
60c0632b-3713-423c-9c5b-5f5623693ee2,c983df5a-c490-45ef-8bbb-a103c1032aa5
9b8a99ac-f756-4f48-ba16-c7823d71b84f,65c30505-5411-4f4e-b15f-dd8d6b14ed50
9b8a99ac-f756-4f48-ba16-c7823d71b84f,18f1b1b7-d502-4855-8582-1096f9d42814
32bc41fe-cf99-42cf-8a6c-541352c4ee44,22e47ab3-8012-4e08-9007-d2927e9a2548
cc901f6a-3a6e-4b43-aea2-6ede1db5fe67,e4b2f50f-502c-4f6a-8c67-14a5f05e8f4a
cc901f6a-3a6e-4b43-aea2-6ede1db5fe67,3503ddcf-0f55-4649-9ae1-96ce7351ba22
92e8d9fb-a8d5-4fec-ac13-784401fcda9d,85d6a8a8-729e-43cb-9c9a-ccacbe67fb56
779be65e-ecce-49c2-ab30-88a0d5ef3208,870518ea-8d2d-48e4-9ca3-ab7e0b59da15
779be65e-ecce-49c2-ab30-88a0d5ef3208,825af51e-0b32-43c4-b960-29243c09eb6d
acf996a8-c6e1-4a32-ae64-132b64a50c89,5627ae6f-b320-4053-86bc-a2161bf754fe
83ccc6cb-4dbb-45d1-929f-74f68f3bfbc2,08a6147b-0904-4eb2-a43a-313f4b1c8b2b
17ebee73-2781-4ef1-9313-75469134d913,542a0405-7ea5-43d5-8a64-8f8cba1efaa3
17ebee73-2781-4ef1-9313-75469134d913,580d89d2-5c07-425a-b9f3-a3df57d3125f
fc70e18a-24ef-4769-86fb-832534aa28c0,4d929b9b-24a4-4db2-a270-a6eefa47f14a
c90842b7-ee30-4906-af04-491c4282a7a9,c0443d9f-13af-445b-85e6-dc93898f6dcc
9e9d6e5e-3d0d-4374-b80a-3565c4e0268e,863a17c0-9f8c-4e90-9d4e-5c46893677ad
9e9d6e5e-3d0d-4374-b80a-3565c4e0268e,b422c4c5-b11b-4658-834f-c6167faf0968
64c9df29-7008-4015-9e49-4438c67e0053,2be532a0-090a-44ef-8f8a-5c062beda42c
64c9df29-7008-4015-9e49-4438c67e0053,444137a0-416b-40f8-b24c-07c4d14dec92
ac9db742-912e-4f61-a6fd-42382edafbd9,73722b04-37de-4bcc-9e23-6026972bc853
2bafa5e6-f380-4234-b525-30809522b6c8,05adbf6a-e30b-42a7-819b-3f8b0d2412e0
2bafa5e6-f380-4234-b525-30809522b6c8,404e8c21-85fb-419d-bcbc-e9ebc0d52eaf
3dc1a48f-df61-4f07-8564-b772c7fcdc5d,0c8e198e-79aa-449f-bd0d-6433d5d3ddff
3dc1a48f-df61-4f07-8564-b772c7fcdc5d,95f58465-6019-4984-b349-e6f293cfd103
9311a3de-e58a-44fd-b4a1-15b20c81aba1,952c465d-c36c-4fed-b9ca-076517709f82
9311a3de-e58a-44fd-b4a1-15b20c81aba1,2e8cd074-27ea-4400-b00d-cf5e295b9b3b
41efe6ef-d8ea-4359-891a-4917579b1945,1512be43-0618-4755-80f8-a20184705f34
199b6c4f-945d-4740-807d-082f7ab618e4,f6759e94-e5e3-4128-859a-c9c557a8fa5d
199b6c4f-945d-4740-807d-082f7ab618e4,0df998e1-2cf6-4df6-b7da-a171686d0401
73333e20-c4b8-44ee-ab9c-484e463ff9b3,19df58e9-99b8-48ec-9ce3-38291662e880
de2375a2-0b90-4bb8-891d-350e22e67fde,f576c6c1-56c4-480d-acae-24570f2fa083
5076f56e-c0a7-4257-bf46-2f836eccb73d,9cb92af9-0fc9-4db2-8051-3ed05b11e6f4
5076f56e-c0a7-4257-bf46-2f836eccb73d,d1f1764c-61e4-4e2e-9570-477bb80b030e
f1b3da18-6e1f-4c15-bd6d-a31d3f385ffd,bb7d11af-2a1c-4635-b1fd-b6d419ff0038
f1b3da18-6e1f-4c15-bd6d-a31d3f385ffd,be4acc15-f952-4f36-af6f-e8c8e48be3e9
fff42d1d-3f4d-49f9-aec7-1b289f9a2ad7,363e0f37-6dec-4565-873a-f8f469dca955
fff42d1d-3f4d-49f9-aec7-1b289f9a2ad7,3d61b62f-7b64-4455-b39b-8a3fc3668249
bebc2e71-6ae7-440b-b659-2574cddad11d,afdc8eee-0b59-43f1-8fa1-c017db8fab9d
bebc2e71-6ae7-440b-b659-2574cddad11d,2efcbbb9-281f-4fce-a92e-d54225cd6301
88f97f64-6d00-4c53-a61e-ac3a713ac2d6,84879b83-1390-4820-bfb7-c8eb0a0950b6
88f97f64-6d00-4c53-a61e-ac3a713ac2d6,497b43e0-a8f3-47c5-ade9-f0b157d09b18
1fc6010a-edba-47c8-8e13-24f39453e529,441c3812-6eb3-4348-a419-44d47f0d3dd7
1fc6010a-edba-47c8-8e13-24f39453e529,b4c40953-43ed-4ca9-906c-298ee736fba6
157d8ae9-d4e7-46a8-80c0-5caf577787db,6fe4492e-108d-42e3-a51d-bc77e7a5a7c0
8e931c6e-b3b1-40c4-8eec-97bc3565e5dc,e3a7f1b6-81a4-4037-a27b-11550a34a9b7
8e931c6e-b3b1-40c4-8eec-97bc3565e5dc,3e70dc8d-1c5f-45b8-838b-7edb4d99c9e1
dd61ff05-43bf-40bf-af90-614ce12027ed,cc9d9c5d-bc83-4691-803e-914b8243c2f9
0127b9b7-10af-4032-a337-a6ce284217a9,00665f41-1b24-4dc0-90ae-09b77b986c8b
40fa6801-4062-4638-9a6f-bab7f40c3657,02238279-ca13-4b04-9e9f-3cef710f53a5
290e3357-6eeb-4481-a834-061eb2302beb,bdcdab40-5a2d-4be6-936f-faadf0a31e79
f897dcff-04ab-4276-8b81-1ef5cf48da10,d9e8f414-6160-4013-89b0-92be4bc7b4d0
b09f7e87-06aa-4ac3-90c9-01009725f578,9c5c6bad-92cc-4887-a56a-a7e600e4dcc4
68499260-551f-449a-997c-8fe20a0411fa,0bcee81b-823b-42f6-9e74-231adef611b6
68499260-551f-449a-997c-8fe20a0411fa,6e5185e2-1645-4e92-b9e9-5cfb43a4d556
92ca9ed7-5f66-41cb-a138-720cc0d487b6,12a8f5c8-b333-4093-92ac-f3c93e94655d
395ebc2f-b7f0-4c93-97d2-c7884412ab45,233b690c-ca97-461c-83c2-25bf8e2ada6c
38d1ae9a-51f0-406c-a62e-61f009b237ec,2b74ce49-7339-441b-bf16-b62ae508d97b
